label	text_a	text_a_count
1	知识与卡通结合，很适合小孩子看。包装的质量不够好，送人就不美观了。	33
1	通过这本书又发现一个好作者：木浮生	17
1	就在半个小时前我从电台听到了她翻唱的《爱很简单》，痴掉了。声音太美了。1度怀疑这是中国人的声音吗？是的，她是中国人，她叫王若琳。她的声音美到让我感动。	75
1	网上去查询这款 有的说带30万像素摄像头的	21
1	功能做工方面还可以，就是用的人太多了。	19
1	包装好，有塑封。情节起伏不是很大，一本很安静的书。	25
1	在这里买了一个，感觉价格确实够便宜，比商场里便宜很多！	27
1	动听的旋律,低廉的价格.	12
1	芭比呈献花仙子(DVD) 与芭比呈献花仙子(金版DVD) 有什么不同啊？两个都有特别收录吗？	46
1	在CS1.6基础上作的单机剧情模式，而且有2种不同的剧情模式。除了模型、皮肤和新地图，其它基本一样.很好啊	53
1	还不错！真的很好！这是一本好书	15
0	刚买了一部就降价了，你们卓越什么道德风尚啊，坏透了。	26
1	易中天的讲评深入浅出,通俗易懂,谈吐风趣,十分耐听.	26
1	包装一般，很难让我相信是正版的！	16
1	看了这部DVD ，对宇宙的知识增加了不少，深奥的霍金理论变成了通俗的讲解！谢谢这部DVD 。	46
1	汉堂的老游戏我很喜欢,特别是天地劫三部曲,可惜少了一部,这里没得买。	34
1	适合公司人力资源管理者阅读,这本书我原来看过,写的很生动,里面运用案例来证实一些观点.很新颖.	47
1	游戏的内容真是没说的，我还没有玩，但是看过全程镜像攻略，真是很好的游戏	35
1	收到书了，书有腹膜，很干净，现在还舍不得拆开。	23
1	很怀念以前的动画片，虽然技术很差，但是很好看，对我而言有很大的意义	33
1	还可以的一本书，所谓书后的会话练习，其实挺无聊的感觉也没什么课文的样子但总的来说单词量什么都还可以	49
1	是老师推荐我们买的，读了之后感觉不错，支持李开复！	25
1	这套片子有删减吗?一般周星弛的片子大陆版的都会有删减,不知道这部给减成什么样了~!麻烦买过的朋友帮一下忙~!谢谢~!	58
1	质量部错的，也没有漏水的情况，蛮好用的，这个容量的最适合了	29
1	货物不错，发货比较及时！	12
1	平邮7天,还得到邮局去领.书很枯燥,大家努力复习,证书万岁.	30
1	在网上也有卖的啊?我买过了不过买贵了.昏迷    不过很好听`我宝宝以后也能弹出那么好听的就好了	48
1	主要是读起来不费劲，能比较容易的看下去，赫赫~~图文并茂，很不错	32
1	喜欢作者，信仰他的生活	11
1	三天到货，产品完好，很满意	13
1	很喜欢,虽然很奇怪	9
1	功能比较完备,GPS水平有待提高!性价比突出,仍期待价格进一步下探!	34
1	非常优美。特别听后有一种莫名的放松。	18
1	还是很喜欢经典老片的，虽然这个盘的音质很差，看在内容上吧	28
1	现在这么便宜了啊 这款手机我很喜欢 待机时间又长 很好	27
1	除了中文配音外有原版配音吗?	14
1	作者的研究时间非常长，案例非常丰富，高度也很够，但内在的条理不是很清晰	35
1	很好，简单易学。满意。	11
1	昨天收到的，简单的看了一下，总体觉得内容不错，可以和宝宝一起玩，而且书后几页还可以锻炼宝宝自己动手画。	51
1	已经把书看了2/3了，感觉很不错的一本书。内容对读者非常有用，而且语言幽默，从不同发面切入解释生活的各种问题及现象。	58
1	看 了 光 盘 的 讲 解 ， 学 起 来 又 快 又 省 力 ， 还 能 掌 握 重 点 光 盘 很 清 晰 ， 对 学 习 很 有 帮 助 ．	73
1	这样读历史感觉真是太爽了	12
1	四个字:丝丝入扣!值得一看的呀!	16
1	东西不错。说句题外话，在joyo买东西如果想尽快拿到货的话还是要选择货到付款，如果用网银转账的话，通常都要晚很多天才能拿到货。	63
1	第二张碟子有严重的划痕，有两首曲子放不出来，换了一张还是有划痕，说明这批碟子质量问题很大啊对卓越很满意，给换了两次，都很快，终于换到能听的了	70
1	每天穿梭在北京拥堵的交通里，心烦意乱的，于是买到了这张专辑，一路听着回家，心情很好！如果你现在也有淡淡的忧郁，那就买一张仔细的听听吧！	67
1	小丑很好听	5
1	因为外面有薄膜包着，所以书在运输过程中没有什么损害，内容里面的印刷也蛮好的，哈哈	40
1	这套节目很好，女儿竟然在沙发上看得哈哈大笑，这是看别的碟片所没有的，作为母亲，我很高兴看到自己买的东西女儿如此开心！	58
1	对一些谈判技巧比较有条理地进行了讲解，感觉比国内一些以讲故事为主的谈判方面的书帮助大，推荐该书。	48
1	性价比不错！但是我更喜欢NC10KA05！！ 希望卓越考虑进货！	32
1	书有啥可评的,还不错	10
1	用了2个月M50，感觉很实用。嘿嘿	17
1	女儿现在将近28个月，她非常喜欢这个CD，每天都要听。	27
1	韩红的歌还是很好的，虽然这里收的歌不是很全  不过也挺好的  关键是韩红的声音好	40
1	讲解非常好，应该让跟多的年轻人看一看。	19
1	纸质 各方面都不错	9
1	当时就喜欢这个组合	9
1	还是最喜欢这个版本啦	10
1	一本很值得一读的书~	10
1	一直很喜欢汪峰的歌，有一种颓废的上进。怒放的生命这个专辑歌都不错，值得收藏。	38
1	昨天收到书了，本来担心这么重的书会压坏，打开箱子看了每一本都保护的很好，这次买书经历很高兴，另外感谢送书来的师傅，这些书真的是很沉:&gt;	70
1	什么时候有货啊？快点进货吧～～～	16
1	请问这个软件对于什么都不懂的初学者来说简单吗?	23
1	之前在网上看了一段枪版的，觉得不过隐，打算在卓越上买一个来看看，不过简装的要10元有点贵了。不过以前在这买的简装DVD都质量满好的。	66
1	受益非浅	4
1	认可的同志占多数。	9
1	内容不错，值得学习！但是推出网络版就更好了	21
1	下了订单很快就送到了.适合安排的午后静静聆听.	23
1	也很方便用,不过用时还是让个人帮忙比较好,自己弄方向掌握不好!!!	33
1	啊~~终于等到啦~~花都不知谢了多少了~~不过，到底什么时候能出呢？迫切等待中~~~~	43
1	第一张专辑也买了,比较喜欢	13
1	如果配置车充和车架，可以考虑一下	16
1	如过读者能领悟到自己的人生目标是什么，那么我相信这个书的价值就不是书的价钱.	38
1	好高兴！要赶快买才行！！！	13
1	值得一用，从没有死过机，蹦过盘	15
1	其實玩遊戲都不怎麼看攻略而玩,除非卡關....會買是因為喜歡遊戲想收藏所以買了	39
1	这几天正爱不释手的看，已经看了将近一半了。	21
1	呵呵~终于能玩其他人的廖~图片不错~帅哥美女也多了几个，就是那本里面的资料书纸质印刷效果不是很好~总体还不错啦~	56
1	昨晚定的lp的两张cd，今晚就收到了卓越的包装很仔细，cd外用厚的塑料纸包起来，再用胶带纸缠上，放进盒子里，赞一下cd也很精美	63
1	让人更加的明智，了解现实，认情世界！	18
1	还好，这款U盘还不错，蛮实用的。	16
1	微点不是杀软 是主动防御  跟杀软有很大区别   我用微点很长时间 经常有过小红伞的被拦截	45
0	太恶劣了，到现在都没货！！！！！！！！！！！！！！！！！！！！	31
1	书的质量还不错，外封皮下的封面是白色的，很纯很简单，我很喜欢，而且纸的质量不错，字体也比较大容易阅读，总之还不错~~	58
1	里面内容不错，网上也有视频，不过学习一切都需要有环境....	30
1	质量不错!这个价格两个背包,值了~	17
1	性价比不错~	6
1	玩摇滚的苏打绿相当special，青峰嗓音独特创作能力超强，而且六个队员都是国立政治大学的高材生，其实同学们可以适当尝试些另类风格的东东哈	69
1	四本都看过,各有千秋,对决尤其好	16
1	李斯特的交响音诗很值得聆听，大气深沉！这套CD双张也很超值，很多年前购买的，每当欣赏时，总是一种精神的享受！	54
1	这张盘看着非常过瘾，挑战人的智慧。推荐大家可以看王志飞主演的另一部剧《沉默的证人》。	42
1	这游戏好玩！卓越送货很及时，包装也讲究	19
1	psp3000可以玩吗	11
1	京东网这款机子才888元，卓越是不是该调价了啊？	24
1	好看，毕竟是名著啊。	10
1	我已经收到此货 感觉不错  速度很快 我要定个手机 希望你们也快点发货	35
1	为什麽要11月28才有货啊？？？！！	18
1	大概半年前在卓越买的六人行DVD，很好，很实用。价格也合理！	30
1	李阳的东西很不错啊，推荐……特别对语音改善，很有帮助啊！	28
1	罗曼罗兰的，挺经典的。	11
1	歌词本的纸质很特别，整体感觉很贺喜很美。是阿玉殿的第一张专，又便宜，绝对买得过。要是论星级评价，五星最高，我给五星~	58
1	好用，实在。	6
1	日本方面四弹里面至少已经出了两弹了	17
1	看了好几遍这部喜剧了，还是忍不住买了一套盘。片每个女人性格都很鲜明，演得也很精彩。	41
1	那边 十天突破雅思作文 很好！这本口语还没有认真看完，不过应该挺好用	34
1	我认为是冯小刚，最精彩，最经典，最完美的影片！	23
1	很实用，就是屏幕小了一点	12
1	是本不错的书,介绍详细,图文并茂.对于初为人父母的人来说,看看还是很有帮助地,这个系列我都买了,推荐哦~^^!	55
1	好书好书	4
1	不错的打击乐教程，推荐	11
1	外观很特别,应该也相当实用,是个不错的选择哦!	23
1	属于这个领域比较权威的书了吧，相关专业的网友可以买，不错！	29
1	送朋友，她应该比较喜欢吧~~具体我也不知道，不过我觉得让胎儿听听这些音乐，应该是不错的。	44
1	内容画面都属一流	8
1	这是一部非常好的音乐剧，也可以说它是电影，经典就是经典！这是根据一个真实的故事改编的，相信你看过之后，一定有所收获！	58
1	挺喜欢里面的这些老歌！	11
1	美好童年	4
1	老游戏了，记得当年玩的时候还是被剧情感动得一塌糊涂	25
1	对职场人还是有所启发的	11
1	质量很好，内容也很喜欢	11
1	请卓越的专业人员解释清楚，是不是2.4g的盒装版？	25
1	什么时候上市啊？看了一下上边的作者访谈，觉得很震撼。	26
1	录制时间早不过效果还好协奏曲和奏鸣曲 所以对立体感要求不太高	30
1	部分内容还是可以借鉴学习的	13
1	刘+梁+金庸+武侠+TVB=经典中的经典之作	22
1	书的质量不错，手感，印刷什么的都可以，正在考虑要买同一个出版社其他的书呢	36
1	挺不错的，价格也可以接受。	13
1	历史感兴趣的人可以考虑，很有趣，读起来不累，又增加了对老北京的图文理解，不错。	39
1	第一次买，因为第一次养狗，问了别人都说贵哦！东西挺好的，我家小狗挺喜欢。	36
1	蛮好的 我给我侄儿买了一套 在王府井买的 比这还要贵呢 早知道就在这买了 有没有其他的书呢？	46
1	去年的书了，现在才买。依旧喜欢的风格，这个写书的人，还有纸张。很好。	34
1	RT。到货的话立刻秒掉。	12
1	为什么前段时间降到了128了？现在又变到166了，价格怎么会变化这么大	35
1	送书的速度真是惊人哈！！第二天就到了，被老板贪污了！！！	28
1	好看，想买！	6
1	对该软件表示满意	8
1	这个版本的确出色，演绎水平一流，录音干净利落！能以如此低廉的价格买到，真是超值！	40
1	绝对值得收藏	6
1	挺好的一本书	6
1	用过一段时间了完全取代了DVD，当然我不是什么发烧友一级的，只不过看电影我觉得很好了。	43
1	虽然歌都是蒙语，但是优美的旋律的唱腔足以让人陶醉。已经听了2个多月了，还是听不厌。可以说是近几年买过最成功的唱片。	57
1	进球录像很好，比电视清楚多了，刚玩了玩就学会了用外脚背射门了。	31
1	我自己觉得..说的是很好.不过好象在学习CS之前我们擦不多都学过了..如果那来复学的话我相信一定很好..	52
1	王金战老师的书太好了。希望有更多的家长能读一读他的《中国英才家庭造》，少看一集电视剧，多做一些提高孩子EQ（情商）的事，家庭言传身教是最关健的。	72
1	vista能用吗	8
1	这个不错，值得购买	9
1	写的很好啊，值得一看啊，。哈哈，。	17
1	明明是蓝光，说明却是：区域：6·DVD面数：1·DVD层数：1这种不负责任的做法就算东西再好也会让人疑惑～～～～	56
1	该书非常适合我本人，对我的考研复习准备有相当的意义，内容翔实，涉及面广，实战性很强。	42
1	发货速度很快   价格要很合适	15
1	听小喇叭是我童年最美好的回忆，一方面自己珍藏，一方面让小宝宝听，宝宝也很喜欢。	39
1	我看了部分，还真的知道易经是怎么回事了。可惜我现在时间不够。要好好看看。	36
1	我很喜欢这个纪录片..但是现在没有Money啊..以后再说吧..	32
1	因为日剧好看，才买来听一下，觉得不错。	19
1	剛在卓越買了這張專輯.很好聽啊~!!!!這張專輯現在在市面上都找不到了...哭...不過幸好買到了~~魚迷幹活~!!嘻嘻...	63
1	做工很实在，送老爷子很好，赞一个	16
1	我只是想说，这个箱子很不错，还有我不喜欢现在的卓越积分制度，很伤老顾客的心，我2001年就从卓越买东西，是有理由有感情的	60
1	适合有点基础的人哦！	10
1	非常值得收藏。图片精美。	12
1	喜欢推理小说的朋友可以看看，还不错，没有期待落空！	25
1	太贵啦，和基础版Vista差不多价了，150－200元是合理价位	32
1	不废话了，没看过赶快，想收藏的抓紧！	18
1	书写得很实际,对于我目前抓瞎的状态很有启发.才女!	25
1	爱4里面的音乐	7
1	一直就很喜欢我家荷的剧~~碟的质量也不错~~	22
1	Unexpected story.Great reading.  Recommend!	43
1	娃娃可爱 有空学着做做看	12
1	虽然对话很啰嗦 但是这个游戏让我回忆起童年~ 有一些让人感动的东西，画面和音乐都比一好很多 值得一玩	50
1	不可多得的好书，内容相当强，居然连户外如何接生都阐述了……	29
1	这是一张爵士风格的抢钱专辑。	14
1	很早就与女儿一起欣赏过影片.女主人公唱的主题歌太好听了.我女儿超喜欢.她唱的也相当的好,于是,再买一个欣赏并收藏	56
1	值得收藏，画质还不错，就是没有第四集，太遗憾了，请尽快进第四集	31
1	好书，值得看。但第三本感觉没有前两本写得好。	22
1	终于把市场价标合理了,但是在没恢复VIP优惠前,还是观望下	29
1	确实是令人放松的音乐，很舒服。钢琴奏鸣曲尤其好！	24
1	开始担心这样卖是不是快过期啦，拿到一看，到2013年，哈哈哈，很不错，一直在用！推荐一下！	45
0	如果价格再降下來點我就買···	15
1	看到有评论说广告太多，本来要买的，请问是商业广告还是动画本身的预告什么的？？？谢谢了！！！	45
1	难度不大，很适合用来提高英语阅读能力	18
1	非常喜欢现代的音乐剧，质量又好！价格便宜，难得的精品，错过没有！！	33
1	从此张牒开始，我会重新欣赏电影配乐，说心理话，音乐比电影更精彩，当然谁都懂“毛之焉附”的意思。	47
1	翻译很好~	5
1	TVB的经典哦，碟的质量很好，又便宜！	19
1	里面的儿歌很有意思，虽然宝宝现在小，听不懂，但我学得慢来劲的哈哈	32
1	价格合理。也是很值得收藏的一张唱片。	18
1	发货日期一直在延后...卓越想干吗？	18
1	请速速进货，谢谢！	9
1	画质很不错	5
1	无论是流行，摇滚还是爵士，都演绎得相当出色。国际化的音乐风格中不失传统日本音乐元素的精华。	45
1	里面都是最经典歌曲 比市场上价格便宜多了 物超所值 大家赶紧收藏购买吧	35
1	温暖心灵的好电影，绝对值得一看。	16
1	好听，小儿喜欢。O(∩_∩)O	15
1	很喜欢。到底是柴氏。	10
1	画面清晰，故事精彩。	10
1	一直在找关于茶方面的书，知道茶经很好，但没好的注释本。同时也想了解茶经之外的茶知识，这本书完全符合所有的要求。	55
1	这款游戏很经典，对于喜欢战争游戏的我来说很适合O(∩_∩)O	30
1	与央视少儿频道播出的《美猴王》的配音一致吗	21
1	四小协和一个合辑版本，不错，值得购买。	19
1	刚想入手，怎么就缺货了，希望卓越快补货，把价格再降几百	27
1	百听不厌	4
1	内容不错可是光盘壳坏啦	11
1	就像当年正版的成龙环游世界一样,VCD的画质,枪版的声效,等着吧,商家一定等着出D9啊.	44
1	4张D5的碟就卖￥94，这分明是D9的价格嘛！强烈要求卓越降价！	32
1	玩了一阵四季的盗版非常好玩,决定一出正版就会买	23
0	现实总是残酷的，我们的心总会被现实无情的改变，我们总不得不改变自己，将真实的自己掩盖。但每个人都会有自己的期盼的，我们要努力去实现他。	67
1	不错，可最近没什么好段子了！	14
1	建议AMAZON.CN今后多进一些MEG RYAN的片子。只要有货肯定买	36
1	经济危机来了，碟反而越卖越贵！照这个情况来看，我可以预计静茹情歌的DVD肯定是这样的CD+DVD精装版（送御守）卓越价70+平装版  40+	70
1	宝宝很喜欢听，歌也很好	11
1	绝对不适合t-sql初学者，有经验的人应该能得到不少提升。不过作者似乎对cte和开窗函数情有独钟	48
1	内涵《锁麟囊》几乎全部唱段，就是感觉声音有点小，不知是录制原因还是其他～总长58分55秒，有唱词。	49
1	这本字典后面写的定价是68元，不是“市场价：79元。”！	28
1	虽然有PDF版了，不过作为技术人员，收藏下这本书还是值得的。。。。	33
1	包裝很好……很喜歡！	10
1	不错，我一直用卡巴，今年4月份买了三年使用期的。顶一个	27
1	哇呀呀，抓紧干活，赚米米买亲亲宝贝！夏普(SHARP) SH1810C，black,red.	46
1	虽然要下补丁才不会死机，但游戏质量真是没得说	22
1	希望预售版能够再邀大同签名，这样就算再涨价也好啊！	25
1	音乐性很好的CD，很超值，录音效果也不错。推荐。	24
1	买过的各位 ： 能不能 介绍一下 质量如何呢 ？？谢谢大家了	30
1	是全新的啊！没什么问题！~我还没收过卓越商品有问题的！都不知道那些有问题的商品是不是吹嘘！	45
1	这一次新专辑的曲风和以前的很不一样，真的很好听，我目前最喜欢是＜恋人创世纪＞和＜送别＞，而且有很多中国风的歌曲，希望老师的专辑大卖	65
1	想学Oracle的话，这书可以考虑，书很不错！	23
1	没有长篇大论，每一篇都有一个小主题，阐述工作中的某个细节问题。适合时间零散，随时补充的读者	45
1	游戏不错，值得玩儿玩儿	11
1	汉化字体比台湾版差多了！结果我买了正版之后还是装盗版玩	27
1	哎呀,怎么没货了,快进啊,话说又降了100块啊,真好,只要白的~	32
1	我在书店看过这本书，特别喜欢数字和字母的。不过我的孩子已经8岁了，不知道还适合不适合	42
1	那些淡忘的童年 很不错的一本书	15
1	很好!音质效果都不错.希望以后能有更多的这样的好碟子.	27
1	兑现承诺，需要的不仅仅是善良与坚持，还有勇气与智慧。令人感动的书，值得一读。	38
1	用起来还是觉得听爽的，只是发信息有点麻烦了。总体感觉都很不错。推荐购买	35
1	买了这款鼠标之后，非常高兴。尤其是玩FPS游戏时候，那叫一个爽。我觉得罗技的产品都够专业的。	46
1	超级好玩 模拟人生我最爱  百玩不腻啊	19
1	喜欢卓越的书 速度快 质量好 顶 继续加油！！！	24
1	价钱便宜，物品也不错，还有保修卡	16
1	但音质还好吧，主要歌太好听了	14
1	听过了肖邦的夜曲才知什么是浪漫，听过了鲁宾斯坦的演奏才知什么是优雅！《天逸点评》	40
1	刚买回家时，爸爸还在埋怨又买了那么多书。现在爸爸每天睡觉前都要给宝宝念一本，还和我直夸故事好，图画好，英文念得也很好。	59
1	非常棒的一张盘	7
1	价格不贵，质量还可以。不错！	14
1	我买的时候才46……哈哈，开心个。就是没歌词……	24
1	读到了很多快乐和幸福！	11
1	除了加深对历史的了解，也同时对书本上的历史人物有立体的认识，影片特别收录的部门很难得	42
1	卓越购物,放心.绝对正品	12
1	非常完美的展现了甘地传奇的一生。给我的启迪非常多。	25
1	让我对金钱，财富的观念有所改变	15
1	这是一本好书，对我最大的影响在于巴菲特对于钱的态度。看起来很吝啬，但却是一种非常现实的，非常自律的生活态度。	54
1	比较系统，也比较全面	10
1	正版 从邮局平邮的。 不过发过来时用的箱子太大了，箱子都压烂了，还好东西没有丢。	40
1	平常带饭的话，很好用，可以保温4个小时左右	21
1	专辑内容太棒了！就是对包装极不满意，不仅是塑料大盒，而且还是黑色的塑料，感觉非常不好！！！最近新索出的唱片也不全是这样的啊，实在搞不懂~	68
1	一句法文一句中文的教。可以不用看书就能学习。很方便实用的。我现在把课文导到MP3里。路上就可以听了。	50
1	帮朋友买的讲的很详细每周每月都有讲很值朋友很喜欢我也很高兴	29
1	非常好的CD.就是包装太一般了.如果能设计的和三国有关联.那就更具收藏价值了!	39
1	最喜欢的是韵律操，整体都还不错，适合2-5岁的小孩，其实成年人也可以一起学啦。	39
1	我个人觉得很喜欢这本书，里面的一些理念确实值得认真去体会。特别对国内一些企业来说，也许可以从这本书中了解到，如何去提高自身的竞争力？	66
1	妈妈很愿意看~~	8
1	包装完全是新的，就是版本稍微老点儿，不过还好了。质量上是没有问题的	33
1	青春舞台的DVD，偶想买很久了，什么时候有货啊~~~~~~~~~~~	34
1	就是有点女性化 ,哦用起来比较招风	17
1	画质，效果不错	7
1	比较不错	4
1	今天刚收到这本书，质量不错，感觉很好！	19
1	休闲放松解压的好乐曲	10
1	很不错，特别喜欢尚的几首翻唱。	15
1	让人感觉到浓浓温情的一部片子，比较喜欢。张艾嘉的剧本不错，而且古天乐和刘若英的表演也很好~	45
1	真的很好，可以选择	9
1	期待张杰的这张专辑&lt;&lt;明天过后&gt;&gt;,因为已经爆光的两首歌很好听,好想快点听到其他的歌.	55
1	虽然评论认为不是他老人家最好的作品，但是我最喜欢，主要是喜欢令狐的性格，也希望能有令狐的奇遇	46
0	自己体会.	5
1	超级精彩，错过遗憾！！！	12
1	请问这个套装里面具体有多少包，都是什么	19
1	这软件很不错	6
1	真不错！是普通话!不是国语	13
1	牛津与金山的合作，没得说，词典功能比之以前拓展不少啊。	27
1	正版软件是应该推崇，不过价格对中国用户来说还是个重要的问题	29
1	我觉得买飞利浦就是因为待机时间上都还可以，我喜欢发短信，所以不喜欢这样键盘，喜欢简单的功能，偶尔上一下网 了。什么时候x520到货啊，一直在等哦	72
1	青春舞台(4DVD)  我非常喜欢！！速度很快，质量不错啊！！‘	32
1	用了3天，毛孔开始变细了，真高兴！	17
1	希望卓越也卖的说~	9
1	我喜欢这本书，在所有的名著中，这本书是我最喜欢的．	25
1	非常喜欢~	5
1	读库是老六弄得一个系列的，我从最开始的06系列开始一直追随到现在，喜欢里面的故事。	41
1	唱功一流，忆莲也是我的偶像。偶像唱偶像的歌，怎么都得收藏1	29
0	着到底是不是中文版的呀????	15
1	这套音乐做的很好,很适合孩子门听. 特别是用孩子们能够理解的形式表现经典.推荐给朋友也很喜欢.	47
1	买了这套书，觉得是不错，但我送四岁小孩子，他有些困难了	27
1	強烈推薦這張專輯~!!!!!!!!!!!!!!很喜歡陳綺貞.這么經典的一張精選集當然要買~!	46
1	对于思考问题解决问题提供了很好的方法和思路	21
1	今天下午收到货，音质不错，够日常用，其他方面待用几天再看	28
1	朋友托我买的，收到后他非常喜欢	15
1	不错，全部都是BBC中的精典镜头	16
1	很喜欢后弦，尽管有人说它抄袭什么的，不过音乐还是要自己判断	29
1	挺好的！绝对推荐！	9
1	喜欢作者的风格,了解了很多知识,只是还是不懂,毕竟不是这个专业的,恶~~~~	38
0	7月6日下的订单，那时还是799元，没想到今天看到价格已经飙升到880了	36
1	蛮好的。	4
0	DVD的质量太差。就连音像店的营业员都说：厂家为了挣老帕的钱，赶制的，质量次，盘片上都是华文。太遗憾了。	52
1	值得推荐，小朋友非常喜欢，看了一遍又一便。	21
1	价格上没得说，很便宜了，送到的是sandisk的最新包装的记忆棒，里面并没有传说中的转接卡！	46
1	这个系列的书都很不错。。。简单易学。。。实用性很强。。。	28
1	挺好玩的	4
1	刚买的，总体感觉不错，但两个后置因为是无线的，效果不是十分理想。	32
1	东西很好，很值得购买！屏幕清晰到了极点。。。	22
1	没有过多的累赘，直接了当地讲解演示，是自己所看过的最实用的了，适合入门使用。推荐	40
1	与说明一致，到货速度很快	12
0	希望快点到货,急用	9
1	能提出一个完全相反的观点，其实需要一种勇气，尤其是当大家都在说世界是平的时候。作者能够将自己的观点解释的非常透彻，能给读者一种全新的视角，很值得一读	74
0	在别的地方850左右就可以搞定   希望卓越在价钱方面在降一些	31
1	一个优秀的团队创作出的优秀作品，虽然有点儿小贵，值！	26
1	很有借鉴价值值得初涉IT行业的新人阅读	19
1	与红宝书配套用，用起来很方便。	15
1	价格比较公道，质量不错！	12
1	对现在的我有一些帮助帮我敲响了警钟也帮我确定了一些方向	27
1	适合很多场合聆听的平静之声。	14
1	刚刚看了《山楂树之恋》，令人心碎的一种爱。吴淡如的爱情观，则是一种冷静的爱情观，更为实际一些。	47
1	书编写的体例不错，不愧是经过三版磨砺的	19
0	我才买你就降价……卓越你体会下我们的感受不好不？	24
1	很有意思的片子~~~~	11
1	铜管乐的演奏水平解放军军乐团在国内是最高的了。但可能是乐谱的原因，与苏军自己演奏的军乐风格上还是有所不同，这点不免有些遗憾。	62
1	剛收到~感謝卓越噢!包裝不錯丫,圖片設計什么的也很好.看看內容很可以~應該多出這種外語雜志的!	47
1	今天拿到货了，整整一百篇文章，是我见过的最全的O Henry的文集纸质，封面都不错，才20元，太值了	50
1	买了很久很久，一直没来评论，一张很不错的专辑，都是很好听的歌，喜欢陈绮贞的别错过	40
0	比精装版少一个大盒子和一本苏打志	16
0	枪机在静默中滑动，从最响亮的轰鸣中，飞出了那颗子弹，只有它自己知道，它是多么悲哀而绝望的子弹，因为它击碎的，是20世纪最后一场英雄梦。	67
1	孩子喜欢看	5
0	怎么还不降价呢????2缉也便宜了几十块啊!!!这个就怎么这么贵呢!!!!!	38
1	截止到2008年12月24日，这款320G的市场价才569，还送鼠标垫！	36
1	很遗憾，微软停止对这一版的更新支持了。	19
0	把养猫的过程变成绘画本而已。	14
1	看小S的书总是让人捧腹，特别是写到她的先生，真的很有趣，还买了一本送给好友。书中有很多照片，还有大S在小S的手术台前摆pose，搞笑，赞一下！	71
1	刚拿到书，就不想放下，现在是第二遍阅读，每日看一章，能让我烦燥的心静下来，特来推荐给大家！	45
1	囍歡元畅	4
1	自从1岁开始孩子就看了许多动画片,但只有这部是他的最爱,看完后,他还会说太有意思了,并且每天晚上临睡前和你不断地交流片中的故事情节,强烈推荐!	71
1	很喜欢这个手机想买很久了就是还是很贵...	21
1	买了送给妹妹 很喜欢呢便宜又清晰！很不错啊	21
1	引进版也需要我们支持啊5只最高	15
1	买了四本书，只有这本质量还不错	15
1	曾经为了测试,使用了一段时间,真的很不错!尤其是上面的电子游戏,只是摄像头很一般	40
1	毕竟漫画和动画都还在连载中，到85话特别篇也只能看到红樱一个而已决定还是等一等再买。不过银魂挺好看的，推荐一下	55
1	请问之前卖什么价钱？	10
1	在卓越买的很好用，当时看到粉色就马上出手，本来觉得这么便宜质量会不好，现在使用比我的三星F488E好用许多	53
1	对电话销售概念的入门，很有帮助。	16
1	很需要啊赶快进货啊！！！	12
1	虽然萧雅不是第一男主角，但是丝毫不影响她的出色。尤其是唱腔，满意！戏本身~~~有点无趣。算是几部中国版“罗密欧与朱丽叶”中的一部吧。笑ing……	72
1	买了全套，觉得很好，收藏！	13
1	香格里拉到底在哪里？ 难道有好几个香格里拉？？	23
1	到货时间很快，光盘质量不错，孩子很喜欢看，迪斯尼卡通明星们与孩子一起说唱学英语，孩子非常有兴趣，内容适合学龄前儿童。不错，物有所值！！	67
1	对愿意思考的人来说，这个一本很好的书！	19
1	装上后，启动速度还好，而且防御能力很强，喜欢。	23
1	很好听的CD 全部是经典歌曲	14
1	索菲穆特的演奏自然出彩，可是录音一般般。	20
1	何时有货呀！！！！！	10
1	了解中国改革的变迁，是一本很好的书。	18
1	画面清晰，看了书再看这个更有味道	16
1	实用，书很不错，	8
1	笔笔里面的照片都很生活很可爱~~虽然不是笔迷，但觉得这本书不错~	32
1	买了两张了，一张给自己，好听，另一张送领导，也满又档次的，呵呵...	34
1	整体都不错，速度也挺快，还是货到付款，就是包装有点脏了	27
1	这一些列的我已经买了汽车制造、航天飞机等，孩子很喜欢看，看过之后，过一段时间还愿意看，这对孩子了解机械制造或者自然科学是很有帮助的！	66
1	这张CD真的好棒，每首歌那那么好听！请大家多多支持！祝焦哥EP大卖！	34
1	很好用，词汇量很大。唯一不足的是辞典是白色的，又没有皮套套，容易脏～	34
1	是新东方老师推荐的,还可以	13
1	哈哈，等了很久了，还是比较喜欢第一张专辑	20
1	许多人会觉得刘德华版的经典，但我还是更喜欢这个版本！！没买过碟，但看过了很多遍了，网上在的，电视看的。	51
1	这张专辑真的很好听~~	11
1	送给女生用这款好还是红色的好呢？各位给个意见吧。	24
1	一本很实际实用的书! 不过如果在详细的交通说明也具体写上就更好! 很值得买	37
1	5700貌似现在都没有货了。卓越怎么会有了？是不是翻新机？确定是行货吗？？	37
1	和新华书店的完全一样，价格便宜，还送货上门，确实不错。	27
1	在超市翻过不打折所以上网来买，看下有些避讳的东西，有些他是根据人情来写的，有些就是大师的专业，挺有用的	51
1	他们的每张专辑我都买的，都很好听！！！	19
1	挺有用的，就是太贵	9
1	是一次经典音乐会的记录，但是画质稍差！	19
1	我想说，会跟开幕式一样，给人们带来期待！	20
